language,phrase,date,count,share,java_count,relative_to_java,relative_total,share_pct,smoothed_share_pct,count_change_pct
Powershell,powershell tutorial,2023-04-01,23,1.9924766222490514e-07,724,0.031768,22.21132596685083,0.143,0.1724,27.7778
Python,python tutorial,2023-04-01,12983,0.000112470973855,724,17.93232,22.21132596685083,80.735,50.9239,408.9377
R,r language tutorial,2023-04-01,0,0.0,724,0.0,22.21132596685083,0.0,0.0137,-100.0
Ruby,ruby tutorial,2023-04-01,39,3.378547315987521e-07,724,0.053867,22.21132596685083,0.2425,0.6929,-26.4151
Rust,rust tutorial,2023-04-01,91,7.883277070637549e-07,724,0.125691,22.21132596685083,0.5659,1.6269,-24.7934
Scala,scala tutorial,2023-04-01,14,1.2128118570211614e-07,724,0.019337,22.21132596685083,0.0871,0.314,-26.3158
Swift,swift tutorial,2023-04-01,104,9.009459509300056e-07,724,0.143646,22.21132596685083,0.6467,1.7536,-20.6107
TypeScript,typescript tutorial,2023-04-01,48,4.158212081215411e-07,724,0.066298,22.21132596685083,0.2985,0.8739,-31.4286
VBA,vba tutorial,2023-04-01,0,0.0,724,0.0,22.21132596685083,0.0,0.106,
Visual Basic,visual basic tutorial,2023-04-01,0,0.0,724,0.0,22.21132596685083,0.0,0.0,
Zig,zig tutorial,2023-04-01,0,0.0,724,0.0,22.21132596685083,0.0,0.0248,
Abap,abap tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.0,
Ada,ada tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.0,
C#,c# tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.0,
C/C++,c++ tutorial,2023-05-01,1214,1.073206470297806e-05,668,1.817365,10.793413173652695,16.8377,17.8104,-1.541
Cobol,cobol tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.0137,
Dart,dart tutorial,2023-05-01,69,6.099773183735471e-07,668,0.103293,10.793413173652695,0.957,0.5961,200.0
Delphi/Pascal,delphi tutorial,2023-05-01,43,3.801307926096018e-07,668,0.064371,10.793413173652695,0.5964,0.2048,616.6667
Go,golang tutorial,2023-05-01,63,5.569358124280213e-07,668,0.094311,10.793413173652695,0.8738,1.4454,-27.5862
Groovy,groovy tutorial,2023-05-01,7,6.18817569364468e-08,668,0.010479,10.793413173652695,0.0971,0.0576,-82.5
Haskell,haskell tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.2391,-100.0
Java,java tutorial,2023-05-01,668,5.905287661935209e-06,668,1.0,10.793413173652695,9.2649,10.8227,-7.7348
JavaScript,javascript tutorial,2023-05-01,109,9.63587358010386e-07,668,0.163174,10.793413173652695,1.5118,2.1082,-28.7582
Julia,julia tutorial,2023-05-01,21,1.8564527080934042e-07,668,0.031437,10.793413173652695,0.2913,0.2024,200.0
Kotlin,kotlin tutorial,2023-05-01,152,1.3437181506199878e-06,668,0.227545,10.793413173652695,2.1082,2.171,53.5354
Lua,lua tutorial,2023-05-01,94,8.309835931465714e-07,668,0.140719,10.793413173652695,1.3037,1.2438,11.9048
Matlab,matlab tutorial,2023-05-01,28,2.475270277457872e-07,668,0.041916,10.793413173652695,0.3883,0.419,27.2727
Objective-C,objective-c tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.0,
PHP,php tutorial,2023-05-01,317,2.802359564121948e-06,668,0.474551,10.793413173652695,4.3967,5.3373,13.2143
Perl,perl tutorial,2023-05-01,17,1.5028426684565653e-07,668,0.025449,10.793413173652695,0.2358,0.2548,142.8571
Powershell,powershell tutorial,2023-05-01,23,2.0332577279118237e-07,668,0.034431,10.793413173652695,0.319,0.2052,0.0
Python,python tutorial,2023-05-01,4033,3.565273224638428e-05,668,6.037425,10.793413173652695,55.9362,51.6852,-68.9363
R,r language tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.0137,
Ruby,ruby tutorial,2023-05-01,50,4.420125495460486e-07,668,0.07485,10.793413173652695,0.6935,0.7069,28.2051
Rust,rust tutorial,2023-05-01,114,1.0077886129649909e-06,668,0.170659,10.793413173652695,1.5811,1.624,25.2747
Scala,scala tutorial,2023-05-01,9,7.956225891828875e-08,668,0.013473,10.793413173652695,0.1248,0.2581,-35.7143
Swift,swift tutorial,2023-05-01,97,8.575043461193343e-07,668,0.14521,10.793413173652695,1.3454,1.646,-6.7308
TypeScript,typescript tutorial,2023-05-01,58,5.127345574734164e-07,668,0.086826,10.793413173652695,0.8044,0.8318,20.8333
VBA,vba tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.0473,
Visual Basic,visual basic tutorial,2023-05-01,24,2.1216602378210335e-07,668,0.035928,10.793413173652695,0.3329,0.0555,inf
Zig,zig tutorial,2023-05-01,0,0.0,668,0.0,10.793413173652695,0.0,0.0,
Abap,abap tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0,
Ada,ada tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0,
C#,c# tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0,
C/C++,c++ tutorial,2023-06-01,1006,9.812599778051614e-06,581,1.731497,8.080895008605852,21.4271,17.9915,-17.1334
Cobol,cobol tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0137,
Dart,dart tutorial,2023-06-01,35,3.413926364133266e-07,581,0.060241,8.080895008605852,0.7455,0.623,-49.2754
Delphi/Pascal,delphi tutorial,2023-06-01,20,1.950815065219009e-07,581,0.034423,8.080895008605852,0.426,0.2424,-53.4884
Go,golang tutorial,2023-06-01,73,7.120474988049383e-07,581,0.125645,8.080895008605852,1.5548,1.4654,15.873
Groovy,groovy tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0576,-100.0
Haskell,haskell tutorial,2023-06-01,15,1.4631112989142566e-07,581,0.025818,8.080895008605852,0.3195,0.259,inf
Java,java tutorial,2023-06-01,581,5.6671177644612204e-06,581,1.0,8.080895008605852,12.3749,11.0163,-13.024
JavaScript,javascript tutorial,2023-06-01,137,1.3363083196750211e-06,581,0.2358,8.080895008605852,2.918,2.2107,25.6881
Julia,julia tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.1662,-100.0
Kotlin,kotlin tutorial,2023-06-01,108,1.0534401352182649e-06,581,0.185886,8.080895008605852,2.3003,2.1623,-28.9474
Lua,lua tutorial,2023-06-01,73,7.120474988049383e-07,581,0.125645,8.080895008605852,1.5548,1.2638,-22.3404
Matlab,matlab tutorial,2023-06-01,77,7.510638001093185e-07,581,0.13253,8.080895008605852,1.64,0.6061,175.0
Objective-C,objective-c tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0,
PHP,php tutorial,2023-06-01,226,2.20442102369748e-06,581,0.388985,8.080895008605852,4.8136,5.1189,-28.7066
Perl,perl tutorial,2023-06-01,18,1.755733558697108e-07,581,0.030981,8.080895008605852,0.3834,0.2603,5.8824
Powershell,powershell tutorial,2023-06-01,17,1.658192805436158e-07,581,0.02926,8.080895008605852,0.3621,0.2405,-26.087
Python,python tutorial,2023-06-01,1907,1.860102164686325e-05,581,3.282272,8.080895008605852,40.6177,50.6124,-52.7151
R,r language tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0137,
Ruby,ruby tutorial,2023-06-01,35,3.413926364133266e-07,581,0.060241,8.080895008605852,0.7455,0.6754,-30.0
Rust,rust tutorial,2023-06-01,170,1.6581928054361575e-06,581,0.292599,8.080895008605852,3.6209,1.9605,49.1228
Scala,scala tutorial,2023-06-01,7,6.827852728266531e-08,581,0.012048,8.080895008605852,0.1491,0.2217,-22.2222
Swift,swift tutorial,2023-06-01,105,1.0241779092399798e-06,581,0.180723,8.080895008605852,2.2364,1.7267,8.2474
TypeScript,typescript tutorial,2023-06-01,76,7.413097247832233e-07,581,0.130809,8.080895008605852,1.6187,1.0043,31.0345
VBA,vba tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0,
Visual Basic,visual basic tutorial,2023-06-01,9,8.77866779348554e-08,581,0.015491,8.080895008605852,0.1917,0.0874,-62.5
Zig,zig tutorial,2023-06-01,0,0.0,581,0.0,8.080895008605852,0.0,0.0,
Abap,abap tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.0,
Ada,ada tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.0,
C#,c# tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.0,
C/C++,c++ tutorial,2023-07-01,1097,1.0875219686166516e-05,547,2.005484,7.8574040219378425,25.5235,19.2948,9.0457
Cobol,cobol tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.0137,
Dart,dart tutorial,2023-07-01,61,6.04729627033872e-07,547,0.111517,7.8574040219378425,1.4193,0.7403,74.2857
Delphi/Pascal,delphi tutorial,2023-07-01,37,3.668032163975945e-07,547,0.067642,7.8574040219378425,0.8609,0.3859,85.0
Go,golang tutorial,2023-07-01,86,8.525696381133276e-07,547,0.157221,7.8574040219378425,2.0009,1.4929,17.8082
Groovy,groovy tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.0576,
Haskell,haskell tutorial,2023-07-01,12,1.1896320531813877e-07,547,0.021938,7.8574040219378425,0.2792,0.2147,-20.0
Java,java tutorial,2023-07-01,547,5.4227394424184905e-06,547,1.0,7.8574040219378425,12.7268,11.268,-5.852
JavaScript,javascript tutorial,2023-07-01,124,1.2292864549541005e-06,547,0.226691,7.8574040219378425,2.8851,2.3363,-9.4891
Julia,julia tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.1144,
Kotlin,kotlin tutorial,2023-07-01,108,1.0706688478632487e-06,547,0.197441,7.8574040219378425,2.5128,2.2,0.0
Lua,lua tutorial,2023-07-01,110,1.0904960487496051e-06,547,0.201097,7.8574040219378425,2.5593,1.4803,50.6849
Matlab,matlab tutorial,2023-07-01,20,1.982720088635646e-07,547,0.036563,7.8574040219378425,0.4653,0.6189,-74.026
Objective-C,objective-c tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.0,
PHP,php tutorial,2023-07-01,171,1.695225675783477e-06,547,0.312614,7.8574040219378425,3.9786,4.9186,-24.3363
Perl,perl tutorial,2023-07-01,9,8.922240398860407e-08,547,0.016453,7.8574040219378425,0.2094,0.2667,-50.0
Powershell,powershell tutorial,2023-07-01,7,6.93952031022476e-08,547,0.012797,7.8574040219378425,0.1629,0.2418,-58.8235
Python,python tutorial,2023-07-01,1452,1.4394547843494788e-05,547,2.654479,7.8574040219378425,33.7832,47.9122,-23.8595
R,r language tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.0137,
Ruby,ruby tutorial,2023-07-01,61,6.04729627033872e-07,547,0.111517,7.8574040219378425,1.4193,0.7668,74.2857
Rust,rust tutorial,2023-07-01,138,1.3680768611585956e-06,547,0.252285,7.8574040219378425,3.2108,2.1352,-18.8235
Scala,scala tutorial,2023-07-01,10,9.91360044317823e-08,547,0.018282,7.8574040219378425,0.2327,0.2138,42.8571
Swift,swift tutorial,2023-07-01,167,1.6555712740107642e-06,547,0.305302,7.8574040219378425,3.8855,2.0709,59.0476
TypeScript,typescript tutorial,2023-07-01,62,6.146432274770502e-07,547,0.113346,7.8574040219378425,1.4425,1.0814,-18.4211
VBA,vba tutorial,2023-07-01,0,0.0,547,0.0,7.8574040219378425,0.0,0.0,
Visual Basic,visual basic tutorial,2023-07-01,8,7.930880354542582e-08,547,0.014625,7.8574040219378425,0.1861,0.1184,-11.1111
Zig,zig tutorial,2023-07-01,11,1.0904960487496053e-07,547,0.02011,7.8574040219378425,0.2559,0.0427,inf
Abap,abap tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0,
Ada,ada tutorial,2023-08-01,8,7.964060805002563e-08,625,0.0128,6.1168000000000005,0.2093,0.0349,inf
C#,c# tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0,
C/C++,c++ tutorial,2023-08-01,913,9.088984393709173e-06,625,1.4608,6.1168000000000005,23.8818,19.1835,-16.773
Cobol,cobol tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0137,
Dart,dart tutorial,2023-08-01,20,1.9910152012506405e-07,625,0.032,6.1168000000000005,0.5231,0.7437,-67.2131
Delphi/Pascal,delphi tutorial,2023-08-01,14,1.393710640875448e-07,625,0.0224,6.1168000000000005,0.3662,0.4469,-62.1622
Go,golang tutorial,2023-08-01,112,1.1149685127003584e-06,625,0.1792,6.1168000000000005,2.9296,1.6181,30.2326
Groovy,groovy tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0576,
Haskell,haskell tutorial,2023-08-01,14,1.393710640875448e-07,625,0.0224,6.1168000000000005,0.3662,0.2164,16.6667
Java,java tutorial,2023-08-01,625,6.221922503908252e-06,625,1.0,6.1168000000000005,16.3484,11.4198,14.2596
JavaScript,javascript tutorial,2023-08-01,111,1.1050134366941054e-06,625,0.1776,6.1168000000000005,2.9035,2.3001,-10.4839
Julia,julia tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0969,
Kotlin,kotlin tutorial,2023-08-01,134,1.333980184837929e-06,625,0.2144,6.1168000000000005,3.5051,2.3966,24.0741
Lua,lua tutorial,2023-08-01,115,1.144833740719118e-06,625,0.184,6.1168000000000005,3.0081,1.7024,4.5455
Matlab,matlab tutorial,2023-08-01,34,3.384725842126089e-07,625,0.0544,6.1168000000000005,0.8894,0.6798,70.0
Objective-C,objective-c tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0,
PHP,php tutorial,2023-08-01,173,1.722228149081804e-06,625,0.2768,6.1168000000000005,4.5252,4.3113,1.1696
Perl,perl tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.2248,-100.0
Powershell,powershell tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.2138,-100.0
Python,python tutorial,2023-08-01,1206,1.2005821663541362e-05,625,1.9296,6.1168000000000005,31.5459,47.4269,-16.9421
R,r language tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0137,
Ruby,ruby tutorial,2023-08-01,47,4.678885722939005e-07,625,0.0752,6.1168000000000005,1.2294,0.8669,-22.9508
Rust,rust tutorial,2023-08-01,145,1.4434860209067142e-06,625,0.232,6.1168000000000005,3.7928,2.4602,5.0725
Scala,scala tutorial,2023-08-01,11,1.0950583606878524e-07,625,0.0176,6.1168000000000005,0.2877,0.199,10.0
Swift,swift tutorial,2023-08-01,99,9.85552524619067e-07,625,0.1584,6.1168000000000005,2.5896,2.1429,-40.7186
TypeScript,typescript tutorial,2023-08-01,42,4.181131922626345e-07,625,0.0672,6.1168000000000005,1.0986,1.069,-32.2581
VBA,vba tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0,
Visual Basic,visual basic tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.1184,-100.0
Zig,zig tutorial,2023-08-01,0,0.0,625,0.0,6.1168000000000005,0.0,0.0427,-100.0
Abap,abap tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.0,
Ada,ada tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.0349,-100.0
C#,c# tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.0,
C/C++,c++ tutorial,2023-09-01,1103,1.0256113491211374e-05,580,1.901724,7.468965517241379,25.4617,20.1332,20.8105
Cobol,cobol tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.0,
Dart,dart tutorial,2023-09-01,26,2.417578882787813e-07,580,0.044828,7.468965517241379,0.6002,0.7314,30.0
Delphi/Pascal,delphi tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.3811,-100.0
Go,golang tutorial,2023-09-01,80,7.438704254731731e-07,580,0.137931,7.468965517241379,1.8467,1.6245,-28.5714
Groovy,groovy tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.0576,
Haskell,haskell tutorial,2023-09-01,7,6.508866222890266e-08,580,0.012069,7.468965517241379,0.1616,0.2023,-50.0
Java,java tutorial,2023-09-01,580,5.393060584680505e-06,580,1.0,7.468965517241379,13.3887,11.4343,-7.2
JavaScript,javascript tutorial,2023-09-01,106,9.856283137519542e-07,580,0.182759,7.468965517241379,2.4469,2.2694,-4.5045
Julia,julia tutorial,2023-09-01,29,2.696530292340253e-07,580,0.05,7.468965517241379,0.6694,0.1674,inf
Kotlin,kotlin tutorial,2023-09-01,126,1.1715959201202475e-06,580,0.217241,7.468965517241379,2.9086,2.3251,-5.9701
Lua,lua tutorial,2023-09-01,75,6.973785238810998e-07,580,0.12931,7.468965517241379,1.7313,1.7799,-34.7826
Matlab,matlab tutorial,2023-09-01,45,4.184271143286599e-07,580,0.077586,7.468965517241379,1.0388,0.7598,32.3529
Objective-C,objective-c tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.0,
PHP,php tutorial,2023-09-01,308,2.8639011380717165e-06,580,0.531034,7.468965517241379,7.1099,4.4275,78.0347
Perl,perl tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.1453,
Powershell,powershell tutorial,2023-09-01,15,1.3947570477621994e-07,580,0.025862,7.468965517241379,0.3463,0.2222,inf
Python,python tutorial,2023-09-01,1409,1.310141786864626e-05,580,2.42931,7.468965517241379,32.5254,45.8572,16.8325
R,r language tutorial,2023-09-01,6,5.579028191048798e-08,580,0.010345,7.468965517241379,0.1385,0.0231,inf
Ruby,ruby tutorial,2023-09-01,48,4.4632225528390386e-07,580,0.082759,7.468965517241379,1.108,0.9064,2.1277
Rust,rust tutorial,2023-09-01,183,1.7016035982698836e-06,580,0.315517,7.468965517241379,4.2244,2.8327,26.2069
Scala,scala tutorial,2023-09-01,15,1.3947570477621994e-07,580,0.025862,7.468965517241379,0.3463,0.2046,36.3636
Swift,swift tutorial,2023-09-01,93,8.647493696125636e-07,580,0.160345,7.468965517241379,2.1468,2.1417,-6.0606
TypeScript,typescript tutorial,2023-09-01,51,4.742173962391479e-07,580,0.087931,7.468965517241379,1.1773,1.0734,21.4286
VBA,vba tutorial,2023-09-01,16,1.4877408509463462e-07,580,0.027586,7.468965517241379,0.3693,0.0616,inf
Visual Basic,visual basic tutorial,2023-09-01,0,0.0,580,0.0,7.468965517241379,0.0,0.1184,
Zig,zig tutorial,2023-09-01,11,1.022821835025613e-07,580,0.018966,7.468965517241379,0.2539,0.085,inf
Abap,abap tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.0,
Ada,ada tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.0349,
C#,c# tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.0,
C/C++,c++ tutorial,2023-10-01,1246,1.0445904124067605e-05,615,2.026016,7.639024390243902,26.5219,23.2756,12.9646
Cobol,cobol tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.0,
Dart,dart tutorial,2023-10-01,33,2.7665717182522545e-07,615,0.053659,7.639024390243902,0.7024,0.8246,26.9231
Delphi/Pascal,delphi tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.3749,
Go,golang tutorial,2023-10-01,92,7.712866608460831e-07,615,0.149593,7.639024390243902,1.9583,1.8607,15.0
Groovy,groovy tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.0162,
Haskell,haskell tutorial,2023-10-01,9,7.545195595233423e-08,615,0.014634,7.639024390243902,0.1916,0.2197,28.5714
Java,java tutorial,2023-10-01,615,5.155883656742839e-06,615,1.0,7.639024390243902,13.0907,12.8657,6.0345
JavaScript,javascript tutorial,2023-10-01,142,1.1904641939146066e-06,615,0.230894,7.639024390243902,3.0226,2.6146,33.9623
Julia,julia tutorial,2023-10-01,10,8.383550661370469e-08,615,0.01626,7.639024390243902,0.2129,0.1956,-65.5172
Kotlin,kotlin tutorial,2023-10-01,151,1.2659161498669408e-06,615,0.245528,7.639024390243902,3.2141,2.7582,19.8413
Lua,lua tutorial,2023-10-01,100,8.383550661370468e-07,615,0.162602,7.639024390243902,2.1286,2.0476,33.3333
Matlab,matlab tutorial,2023-10-01,46,3.856433304230416e-07,615,0.074797,7.639024390243902,0.9791,0.9002,2.2222
Objective-C,objective-c tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.0,
PHP,php tutorial,2023-10-01,343,2.875557876850071e-06,615,0.557724,7.639024390243902,7.301,5.3542,11.3636
Perl,perl tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.1381,
Powershell,powershell tutorial,2023-10-01,16,1.341368105819275e-07,615,0.026016,7.639024390243902,0.3406,0.2551,6.6667
Python,python tutorial,2023-10-01,1515,1.270107925197626e-05,615,2.463415,7.639024390243902,32.2478,37.776,7.5231
R,r language tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.0231,-100.0
Ruby,ruby tutorial,2023-10-01,34,2.8504072248659596e-07,615,0.055285,7.639024390243902,0.7237,0.9866,-29.1667
Rust,rust tutorial,2023-10-01,154,1.2910668018510523e-06,615,0.250407,7.639024390243902,3.278,3.2847,-15.847
Scala,scala tutorial,2023-10-01,23,1.928216652115208e-07,615,0.037398,7.639024390243902,0.4896,0.2717,53.3333
Swift,swift tutorial,2023-10-01,101,8.467386167984175e-07,615,0.164228,7.639024390243902,2.1499,2.3923,8.6022
TypeScript,typescript tutorial,2023-10-01,41,3.437255771161892e-07,615,0.066667,7.639024390243902,0.8727,1.1691,-19.6078
VBA,vba tutorial,2023-10-01,21,1.7605456388877987e-07,615,0.034146,7.639024390243902,0.447,0.1361,31.25
Visual Basic,visual basic tutorial,2023-10-01,0,0.0,615,0.0,7.639024390243902,0.0,0.1184,
Zig,zig tutorial,2023-10-01,6,5.030130396822282e-08,615,0.009756,7.639024390243902,0.1277,0.1063,-45.4545
Abap,abap tutorial,2023-11-01,0,0.0,634,0.0,7.6545741324921135,0.0,0.0,
Ada,ada tutorial,2023-11-01,0,0.0,634,0.0,7.6545741324921135,0.0,0.0349,
C#,c# tutorial,2023-11-01,0,0.0,634,0.0,7.6545741324921135,0.0,0.0,
C/C++,c++ tutorial,2023-11-01,1324,1.1281650769116411e-05,634,2.088328,7.6545741324921135,27.2821,25.0163,6.26
Cobol,cobol tutorial,2023-11-01,0,0.0,634,0.0,7.6545741324921135,0.0,0.0,
Dart,dart tutorial,2023-11-01,38,3.237936021347612e-07,634,0.059937,7.6545741324921135,0.783,0.7956,15.1515
Delphi/Pascal,delphi tutorial,2023-11-01,0,0.0,634,0.0,7.6545741324921135,0.0,0.2755,
Go,golang tutorial,2023-11-01,112,9.543390378708748e-07,634,0.176656,7.6545741324921135,2.3079,2.0997,21.7391
Groovy,groovy tutorial,2023-11-01,13,1.1077149546715515e-07,634,0.020505,7.6545741324921135,0.2679,0.0446,inf
Haskell,haskell tutorial,2023-11-01,13,1.1077149546715515e-07,634,0.020505,7.6545741324921135,0.2679,0.2643,44.4444
Java,java tutorial,2023-11-01,634,5.4022406250904885e-06,634,1.0,7.6545741324921135,13.0641,13.4989,3.0894
JavaScript,javascript tutorial,2023-11-01,144,1.2270073344054107e-06,634,0.227129,7.6545741324921135,2.9672,2.8572,1.4085
Julia,julia tutorial,2023-11-01,11,9.372972693374665e-08,634,0.01735,7.6545741324921135,0.2267,0.1848,10.0
Kotlin,kotlin tutorial,2023-11-01,201,1.7126977376075522e-06,634,0.317035,7.6545741324921135,4.1418,3.0971,33.1126
Lua,lua tutorial,2023-11-01,77,6.561080885362265e-07,634,0.121451,7.6545741324921135,1.5866,2.0948,-23.0
Matlab,matlab tutorial,2023-11-01,36,3.067518336013527e-07,634,0.056782,7.6545741324921135,0.7418,0.9591,-21.7391
Objective-C,objective-c tutorial,2023-11-01,0,0.0,634,0.0,7.6545741324921135,0.0,0.0,
PHP,php tutorial,2023-11-01,374,3.1868107157473856e-06,634,0.589905,7.6545741324921135,7.7066,5.9058,9.0379
Perl,perl tutorial,2023-11-01,13,1.1077149546715515e-07,634,0.020505,7.6545741324921135,0.2679,0.1434,inf
